utterance_id,valence,arousal,dominance,emotion,text,audio_features,audio_waveform
Ses02M_impro06_F018,-0.25,-0.5,0.0,sad,: Yes.,"[-0.5122554696969275, -1.0118867055773413, 0.14680427810332397, -0.14085025470804763, 2.2702576628541133, -2.2740494860643725, -0.3564156066202702, 0.046320979700727266, 0.6072331923301355, 0.0463406713643999]","[0.7528993652623378, 0.29245290907897287, 0.45091255036033995, -0.010642380789929419, 0.9466719076192173, 2.019450360205119, 1.8918193099726277, -0.8658719339737918, -1.5078739401079084, -0.7555148320298714, -0.24932308022606656, 1.205934461583108, -0.3197190926859877, -0.5583676829069543, -0.3275387506192037, -0.2355656089332124, 1.6867644692025359, -1.6663000499935123, 0.28187505763921933, -0.38309384158667015, 0.2834296721353519, -0.03762230357645184, 0.5199277431818703, 0.6079523763546324, 1.0149431290927358, -0.049786548475146665, -0.313586502098992, 1.438269672081853, 0.13235676706563065, -0.27578978521860753, -1.7802464313841821, 1.424665673883919, -0.8336993528173189, -1.0689619200747764, -1.2928033323630488, 0.22287021076209176, -0.20119444096510367, 0.5409153569538335, 0.4084599119352158, -0.12188086490931728, 0.06258269997901594, -1.51937693529252, 0.12338149666806417, -0.9178799807274851, -0.8103839105760455, -1.2009985911598255, -1.9545346425794, -2.906307661723478, 1.0993681894599985, 0.9591295826536932, 0.2425774506553607, 1.4434939758091592, 0.10422589568116777, -0.034231802992238804, -1.6591150987486172, 1.0055510354364787, -0.8734527810742759, 1.1674941751504577, -0.17039029655714308, -0.9686100618580831, -0.2136697923042172, -0.6273588843867768, 1.2200998943694679, 0.4373833873656952, -0.5090753570584119, -1.2292771088039622, -0.3671572277559864, -0.6093832365618131, -0.70672124446751, 0.41200789101019014, 0.39251510132456385, 0.6105647038528403, 0.6585828249380761, 1.4417149058641114, -0.10597907054092386, -1.0936971861227975, 1.7343940847037356, 0.2287240278660236, -0.5458961914887827, 0.15812144590583266, 0.9296174403462553, -0.5515818806986185, -0.702158824815976, 0.3074869484788604, -1.8571624122520074, -0.7762928560449245, -0.29346808708653627, 0.8342600223048674, -0.9116967599033391, 0.7697903874661163, 0.347989418386596, -1.609105928206638, -0.2053999389090317, -1.0358246724953064, -0.538581041656915, -1.431731135481644, -0.7150670906593023, -0.5477070161182936, 0.11479113174845994, 1.4924013635097044]"
Ses02M_impro07_F014,0.5,0.75,0.25,happy,: No but that's an awesome school. That's so cool.,"[0.8560228199391967, 2.065665983781554, -1.0893495120939753, 0.0843096524545663, 0.6377237049557001, 1.186228965202352, -0.45008680013753266, -0.44610766324359935, -0.17619933377046013, -1.5789324356846528]","[0.8432969705037098, 1.467349466427797, 1.6084065871991104, -0.028834154404865576, -1.9570976693165585, 0.6848727918291418, -1.5545825062072371, -0.5585072965754994, -0.13778415025003513, 0.5266092909160736, 1.508280516005957, -1.2223610995407663, -0.12579508285142257, -0.9190943808448188, 1.4564593433681952, -1.4194898772745645, 0.7025696517843234, 1.4625481329232755, 0.15756788600531105, 0.1619566372578215, -1.2614251554480664, 0.13951923192369867, -0.5654403066558004, 0.5245512417132423, -0.8776560494730946, -0.6923045426619514, -0.24343147823747496, -0.5539090234965097, -0.6578271189512831, 0.6774362281600939, 2.2860911692702652, -0.7685022196927676, -0.16123674992164272, 0.5980121855233135, -1.1774667307746822, 0.3206939438829787, -0.4477061704458844, -0.8266345018225203, -0.4221423407166757, -0.005800305946888389, -0.16212496555980782, -0.8103443281569533, 0.5524181943947825, 0.6924804805454177, -0.07604371059137235, 1.2857912154573712, -0.1081075615955648, 0.9761260027127143, -0.2891355378739794, -0.06380143890452927, -2.2799590264280205, 1.162550058964422, -0.7928887965872037, 1.008947945072158, -1.0288828854100978, 1.5960107288268834, 0.22944264947070683, 0.08482238641985748, -0.29649459477603557, -0.06390080531988065, -0.8566897088253562, -0.06483852824936047, 0.6277483269390522, 1.2272537506345407, -1.7272195696127153, 1.4422378665061386, -1.7200759076450702, 0.7133256728480124, 0.1605473573101441, -1.4152452942502323, -0.9499911497108805, -0.8565306374362646, -0.08055650334040944, 0.7021629378474851, -0.25698971187157443, 2.5192635813938735, 1.161588067463875, -0.5476584348729336, -0.06864912912144722, -1.6364978153033687, 1.3441206167705868, -0.09230206224696665, 0.28339204920278394, 0.41278298361732213, -1.1104681171400739, 0.44756469532601834, -0.17233552080570927, 0.6818847508935165, 0.550256122421825, -1.3188326202758796, 1.459319138925432, -0.42146226787109486, 2.4840985118894507, -1.0047868576927306, -0.8973133729767573, 0.6636537950263891, -1.038945410060888, 1.0958469885859692, 0.06705994155356286, 0.5233204479770526]"
Ses05F_impro08_M006,-0.25,0.0,-0.25,angry,": Well, okay ,well First off, fine, fine, fine.  Let's see, first off, um- yeah my bill's wrong.","[-0.9637121714955865, 1.2657952027499428, 0.6862872014038887, 1.6728009608733572, 0.3869168427544146, -1.1193964106319754, -0.8515746213238564, 0.40926892971045437, -0.18786536021114156, -0.15169517557886933]","[0.12765288444896022, -0.5395698542192927, -0.730236597758814, 0.07676373477608768, -1.6356215478262708, 0.2584484128536932, -1.193841474805685, 1.9976258506271498, 0.8394327209782995, -1.727860384763611, 0.8935225119418315, 0.28470334099452294, -1.0852228011360232, -0.46727003825296576, -0.5890533623261824, 0.4822222212785455, -0.9709180652584486, 0.4256940761927385, -0.5751690856343263, -0.3050323175699422, 0.6444376425348127, -0.03357174468074671, -0.027849019308891467, -0.40865555602047626, -0.35050130161887144, 0.9052761976793121, 1.0992179304421383, -0.22413929199867288, -0.19030397246947817, -0.02268897758393065, 0.28200034124451867, 0.15355655396789705, 0.6404851582956652, -1.1833376987047466, -0.620578405903682, 0.7642249821337116, 0.2354550497924601, -1.7596830787047966, -0.4650418101795632, -1.048037672633197, 0.9458629196538979, 0.3188890798855921, 2.6292784642806004, -1.390618561002138, 1.9373691744580412, -1.2837961903324135, 1.0851171927995713, 1.4323386665799196, -0.15352074923042053, -0.744797102876843, -1.8908077673801256, 1.034103841172071, -0.024402297789056244, -2.711120155110165, 0.049807542904584536, 0.34278203251170364, -0.5001812964854918, 1.124570061223808, -0.9122333809548397, 0.694614379869285, -1.4758406575031457, -0.34101822439622537, 0.34400928996570207, 0.8799807887685518, 0.2953243889837577, 2.223811184358884, -0.451190430140895, -0.15368888611484086, -0.6425244103053431, 1.5216349334681742, -0.16858820188706555, 1.7579368548080478, 0.9253991249381348, -0.2306601059532948, -1.7921102235100494, 0.1745239632076898, -0.21544971478984026, 0.7754178822248339, 0.2653007543875098, -0.1206633579379458, -0.10743933464826562, 0.2571863020241141, -0.693703237680797, -0.5325595989101345, 0.1054368248189009, 0.040682039805286216, 0.3538753369154772, -0.8429403508468226, -0.3941722830556511, 0.3053155635242409, -0.6969699168268224, 1.4595055764795022, 0.9633414733132994, -0.59569121556522, -0.37725674072923565, 0.8615473293415903, 0.8219217935487759, -1.7395424734882035, 0.17784445943297078, -0.8579850549593722]"
Ses05F_impro08_M021,-0.25,-0.25,0.0,angry,: Because I paid it on time.,"[0.6855062476270646, -0.8543769260605919, 0.01296372108313341, 1.1673055886309744, 1.5444193707206486, 1.241659602066074, -1.5984198208792095, -1.226056336562346, -0.011165998582506251, 0.04337216578282597]","[-0.9379876928982376, -1.0124716915587426, -0.8184823273704345, -0.18997347150961383, 0.4431188954362919, -0.42710611693176337, -1.0124730130940724, -0.9147550402680341, 0.0734771698888514, -0.09612901590897273, 0.494996100925931, -0.10581166363925534, -0.31579586907691254, -2.0644444692754282, 0.6266849229416134, -0.38149175289432447, 2.4415705272001076, 0.09678370178293545, -0.3342102625200396, -0.3993873608216396, -0.9577998188289533, 1.4206584049844087, -0.8307372260644209, 0.24484813497943098, 1.505227278233833, 1.8172144346754318, -0.9381665369394601, -0.8258104053540352, -0.7964462849283205, 0.38472940586056176, -0.4729118607961654, 0.322874051356434, -0.7062853611740504, 1.926248714998105, 0.7096145651737744, 0.07725852792989255, 0.29509759525873114, 0.8564277478666354, -0.6368845859452966, -0.009669281577904651, 1.2828032320281657, -0.03579063017087139, 0.9562141910583285, -1.1608571362720257, 1.7710447557502922, 0.6586241847247863, -1.1888212605551136, -1.6317591806977012, -1.8525531930735872, 1.890705462126452, 0.8782287259555135, -0.3175850477845198, -0.8066649012383738, -0.6693718080181449, -1.243590370315251, 0.7429834171933469, -0.3244332254960037, 0.6868165909332, -1.4195336746483056, -1.0067193047142482, 0.9546586114854798, 0.710695367352112, 0.5889125089553677, -1.3418856941699675, -0.7051957194828153, 0.42313061425459453, 1.0260911063209386, 0.6474575022679524, -0.7054155683736043, -0.685383774611324, -0.177590168363664, 0.30619464866144247, -0.017250390174866185, 0.20124322856143156, -0.6280978205598692, 0.6009302387059173, 0.11960338179216984, -0.04924643526681742, 0.327664596695479, -0.007946441614525516, -0.7448133965704491, 1.3531596057007678, 1.4034881685810934, -0.5211750843929915, -0.1728442186611533, -0.33683024716763477, -0.40632613470767004, 0.4718154055429924, 0.85562012214264, 1.168083595178822, -0.696518707209325, 0.3763398945781848, -0.6070080440619616, 0.21390315473714627, -0.4677501055981476, 0.091185893196009, -1.0266328925969093, -0.22245240699982818, -0.14986759764141835, 0.12593705289397733]"
Ses01M_impro02_F019,0.0,0.0,0.0,sad,: Don't say that.,"[-2.084717481347652, -0.7709574716744777, -1.1093432710342879, -0.032761339301418724, -0.11572064606688684, -0.2731823782334321, 0.6696485591922827, -0.20919648988824655, -0.30242991034260436, 0.2200647890303501]","[0.8842732791186612, 2.0344282048428872, 0.1764355696945947, -1.7727645637111449, -1.0053268393903143, 1.337526689305159, -0.48967694878799717, 0.6153830130302357, 0.6541144342212024, 0.4030487079857325, -0.9322095004194134, 0.8397727862462149, -1.1610507624888338, -1.0402520031131024, -0.8816550309557067, 1.4089261468350607, 0.8912753211742187, 0.7575498070698592, 0.9945484314364542, 1.0175097366710713, 0.8437480738419654, 0.9135203147099981, 0.3515311671101182, -0.8341017893702933, 0.5010872225716619, -0.3644526920577906, 0.6005904055395559, 2.0366705699150836, -0.18292703606173435, 0.015586131651224052, -0.5314363382353234, 0.28526790366492455, -0.6533590893436785, -0.42668782644333925, 0.30182178043773344, -0.5271875663929766, 1.2825760418439167, -0.7764375744146963, 1.162400153523913, -1.0763525184875544, 1.6110704713111785, 0.5061688815067024, 1.2125431681739836, 0.06744712690568194, -0.0033109939225194934, -0.9420040814726358, -0.6240842284688924, -0.22519535126461449, 0.8151807062257479, -1.9440647800170845, -1.094084219456163, -1.1794223200213474, 2.214042225713887, -1.6343823817774177, 1.1573667589308485, -0.030239617452557162, 0.8324748172606394, -0.8483776403386702, 0.4665181801504892, 0.6777252357337517, -1.045725478718741, -0.4305119733875571, 2.0167127020981264, -1.332529133321969, 0.35358341053631426, 1.571537027310594, -0.7672205268869514, 0.9252098191477495, -0.913607013129386, 0.48276585208505407, -1.3236411851915997, 2.2332987654685317, -1.958990175839478, 0.43110902739586865, 0.5535339183873262, -0.10548417056143611, 0.9269107581336994, -0.1892101329336156, 2.6446454091707987, 1.3529148813602456, 0.23365528032297078, -0.13539949453175368, -0.8147308383871215, -1.287699777202518, 1.2151414657756097, -1.6374110878990857, 1.2845691846234772, 1.069227364273917, 0.862764672292036, 1.1001579251347076, -0.11669397427828128, -0.13487307095627638, -0.9654408170736521, -0.6368673499710008, -0.43470142618032886, 0.40922618333329225, -0.5387994715693329, 0.4792818845438623, 0.16069755261133004, -0.6544417655953508]"
Ses04M_impro08_M022,0.25,-0.25,0.0,neutral,: You're welcome.,"[-0.47664308259320515, 0.02363182048623672, -0.03749428054789679, -0.886285063105228, 0.38280308843838157, -0.396604372407226, 0.46449432578420513, 0.11419709361380018, 1.4485392228731808, 0.8668929550063359]","[0.2270547760225867, -0.39757026048328786, 0.27866635812261703, 0.12530053054337623, -0.48075134497886096, 0.4361081618719782, 2.074566564161109, -1.3589678278301147, -0.05558874614021033, -2.4655909249341046, 0.013538628552369007, -1.144208018902129, -0.9379422898495624, -0.9805977604814612, -0.23011753665798118, 0.4397784856715128, 0.09956417701809755, -1.3346346967447416, -1.6869542192254172, -0.8272497421862423, 1.1184709525936247, 1.944432611119214, 2.3499652339720853, 1.2294078802602029, -0.9929967561893426, -0.45156483700189776, 1.5652459631465239, 1.1522011518578963, 0.03248491800847185, 0.13313518194701052, -0.2695566740083134, 0.19506612560812758, 0.31781955538135004, 0.15343796824752803, 1.049533400567703, -1.0981883414938005, 1.0604853923054394, 0.02465270795587407, -2.1847690280351566, -0.139892686744649, 0.8686756951402294, -1.2194943621976706, 0.7881230605119233, -1.1310311226139376, -0.5558332554604606, -1.2436921844575908, -1.1730236530793985, -1.4375405254964382, 0.6450265379527533, -0.6643556795645339, -0.24031764619686335, -0.7527692931844006, -0.34720347173611404, -2.650499290693063, 0.4683773496276695, -0.21589009613402416, 0.9127634819184186, -0.7955590868614697, -0.10741166068032637, 0.6539832299794258, 0.4546138558919327, -0.031726568889496466, -0.6809195514517324, 0.9447238004986133, 1.0552467998518003, 0.6455027976939887, -0.5417899804301778, -0.6920100864278638, -0.4078745193503134, 0.7434844798487729, -0.26680656361083505, -0.1101889973852841, -0.5038526062048941, -0.6040866263311541, 0.11451380151299921, 1.0961676088616712, 0.40794514422981903, -0.9151563077195846, -1.1132012934767173, -0.020243050282754783, 0.4904551152043957, -0.4469501702694758, 0.5210827192674252, 1.9000581696570522, -0.3909794294642191, -0.8766480156762855, -1.7310626427149143, -0.8947715143049997, 0.1402023847920444, 0.11503131544875018, -0.023943156060953628, 0.06828419157450316, -3.168191053064472, -2.1534460652846303, 1.08516699380112, 0.12926994891170546, 2.3576880539300773, 0.798926707110307, 0.5089705489270822, -1.41216891055978]"
Ses01F_impro04_F019,0.0,0.25,0.0,angry,": It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...","[1.4155827997135357, -0.36442478042448395, 0.47881615624280405, 0.3274619700478453, -0.790638393127052, 0.4623716968833262, -0.20603867472228396, -0.35920380441441746, -0.33191327978594015, -0.4616863686307639]","[-0.6872346526665397, 1.4272658688935846, 0.9695356205880112, -0.1514343913024143, 0.26964908465569254, 0.03254522658760096, -0.6033885128839221, -0.654266705006996, -2.093278335993053, -1.6879894849377577, 0.88833883721294, 0.2345304412803304, -1.2102558427870094, -1.3361828968901592, -0.7913309836286864, -0.8406582979991806, 0.4592868990498099, 1.1658287468919155, 0.5946585827534508, 0.5220041602977635, -1.8221754399207377, -0.5426687920281555, 0.3586633433493806, -1.168117602693943, -1.8194446655036116, -1.652463066329726, -0.32504387614400526, 0.7567222416233386, -0.8227298181280518, -1.508283301669582, 0.8820418183109796, -0.31580676309891853, 0.5465814261819903, -0.37378223236980024, 0.691876383269053, 0.3511256533542796, 0.5891243177052737, 0.5903647141551472, -0.9505729374155157, -0.6799418616529539, 0.33256329456749995, -0.5695206700822135, -1.220730953920218, 0.3163447601465024, -0.9095555641806925, -0.9752008918503624, -1.4270005364917107, 0.3248860456614256, 0.44042274758070277, -0.47035266300046763, -0.8935634610381177, 0.5561757592356384, 1.5023969613142771, -0.7621448420713303, -0.11570953217559055, -1.3618870936445668, 0.7006127799538507, -0.18841352804748088, 0.16329890723976412, 1.05599779299924, -0.13195277301937178, 0.2349694542810175, 0.13495600281694028, 1.2928099720390163, 1.2670768489062219, -0.018900466988530686, -1.719020203785607, 0.805688781205675, -1.3613195714806823, 1.5320024651183035, -0.096431464817743, 0.905245595021283, 0.015720285051887228, -0.26261194918075054, 0.7699437145393921, -1.5115736773066282, -1.9938163968881766, -1.047036140976319, 1.3589622263748724, 1.5026734829797568, -1.0401696886510383, 0.20529534881126124, -2.7949995538379246, -0.07131961223302649, 0.9753124720286235, 0.04885571228388329, -0.12620964758387376, -1.197398118209789, -1.2695971350262976, 0.22976565387490866, 0.7959378876317859, -1.224679259562106, 0.9835089538932716, -0.3020419553087078, 0.23870235030062326, 0.46960971990375383, 0.6728679912757181, -0.3220872163950597, -0.21995233894327082, 1.410056218755509]"
Ses02M_impro03_M024,0.25,0.25,0.5,happy,": Yea, yea, I'm not too sure where yet I guess you know, I kind of got to figure some stuff out here first","[1.3024879057549195, 0.5638263542943808, -0.7959055332273297, -1.3657610581805901, -0.4848557222834549, -0.7137805786568457, 1.7525581623920266, 0.8481040715361708, 0.9968817067191913, 0.4917141734801935]","[0.942595020151171, -1.4246907430016573, -1.2778971682937914, 0.45924169021237254, 0.27643044677131967, -0.0403866913675981, 0.396048138909982, 0.43057840604500325, 0.31626682122890565, 0.10450595382015113, 0.5094417478885456, 0.34017056105624355, -0.8653555751801483, 0.6193523890290732, 1.7426409993363257, 1.2365736519787265, -0.8450019264646768, 0.841376341970753, -0.007614610363618973, 0.7602643248221914, 0.6838023019947062, 0.23732554607993112, 0.1458487887789199, 0.8368755407205251, 0.5087438297619465, 0.14050308470055722, 0.032804517355467196, 0.8393928139571879, 1.5569909538429807, 0.4767231920050349, 1.253490569846538, 1.6668147595735427, -0.694943205265768, -0.07778480817145637, -0.827487930628125, -1.7785715381372151, 0.32848448058147905, 1.0266212361558351, 1.245939260516082, -1.936758959366624, -1.750250809293401, -0.41863859256871433, 0.4611058131825693, 0.892517516304356, 0.7878548696578829, 0.3680573269574274, 0.2817316394924104, -1.3893263184351232, 0.6995115640419476, -1.7903831006695923, -0.03853317980143869, -1.465960200438906, 0.1977759318816333, -0.02492266955692839, 1.4591945330944807, 0.07833475836554724, -0.6141025625221451, 0.5309297567923482, 1.71489084945374, -0.746602524867589, 2.019205168058151, -0.5755649018509854, -0.9334134508071538, 0.5631429003429562, -1.1467963234684726, 1.9691512272560494, -1.90028048013812, 1.7157232521771677, 0.37240123862926694, 0.5340157619820616, -0.8617489762837993, -1.199145779581659, 0.03731826935204232, -0.759072006163847, 0.8453938603235919, -0.5903020944280172, -0.6517454493896625, 0.8852109694205201, 1.2663298255283844, -0.8042330626619165, 0.3255441979161522, -3.3403818613306244, 0.7684085148595361, 0.3252132583125349, -0.5353126426040931, 0.7049489568861868, -1.5354792179643575, -1.3423747062564808, -0.6221945782534459, -0.3796241603741987, -1.903290212828266, 0.6567528923642362, 0.010844037889597547, 0.7096047890299322, -0.7377514319820441, 1.1820143763112263, 1.3571507102061053, 0.4615884792886148, 1.9179489149565558, -0.8871844831564872]"
Ses05F_impro08_F001,0.0,-0.25,-0.75,neutral,: Okay.,"[0.24684083484087438, 0.22627020015884788, -1.353156569554944, 2.009920014129477, -2.614385223348822, 0.629545213023021, 0.31231212666941355, 0.008040228449947832, 0.08183794249305178, 0.44680597753716417]","[-0.4438542497435426, -1.1392553420464215, -0.9430911676444784, 0.9024156882551254, -1.7003665090907512, -0.05233397172818713, 0.9600925454322041, -1.1870378357748819, 1.0916860275135787, 0.725907070446483, 0.3450720083260512, -0.6771179910629391, 0.6600704632252337, 0.07582488781369262, -1.183956227128183, -0.48785469199288817, -0.8102632401640346, 0.23209048374817617, 1.0890930842878555, -0.474299594687572, 2.0227268900050954, -1.0363123005381452, -0.2754752606845885, 0.38177644124938775, -0.23708525106336448, 0.3277642033957222, 0.6840437932734412, 0.0031761603901330118, 0.8464500892156117, 0.37479880995492404, -0.4083760570181309, 0.28888278661626865, -0.3086450159366541, -0.5548705688281822, -0.6832976965092589, -0.1016117080742899, -0.879641276330541, 0.2815880194369414, 1.888401805548168, 1.6546159458424199, 0.5441118608683461, 0.5182200680186384, -1.1914139997629667, -0.6753889984464639, -0.16033449483493334, -1.2384179378643663, -0.38458589294106565, 1.4239798119124978, -0.46696664985662717, -0.47726379278172715, -0.7531845243210439, -0.3162014699191652, -0.4135073643901681, -2.1321699545477104, 1.1682762658595307, -0.2860108451265684, 0.1234217822684827, -1.2381403141028116, -1.8248386824658773, -2.0775696970546806, 0.5437085376967362, 0.7286760142120167, 0.5874172346849325, -0.12206845297126517, 0.7471678774063325, 1.217148550586403, -1.115325088519233, -1.4023578977108782, 1.8910007304970489, 0.522607417934479, 0.25391005928394744, -0.13994356289099513, -0.3957623215183133, 2.3098689631490283, -1.800894022629271, 1.1436465271931673, 0.5244603794806199, -0.5163140520160588, -0.5808857137132677, 0.769554732558045, -0.11413074720160772, -0.2707271431294103, -0.15352568629512284, 0.7486702597342263, -0.714411063632212, -1.8638447407776622, -0.49444359621677886, 0.2201579175780839, -1.2822916050115625, 1.4305277519576118, 0.710326302312464, 2.2753935109811754, 1.5148247296175008, 1.3275122051051818, -0.1946232882130517, -0.30835391380275723, 0.7584220360175685, 1.2364458126360467, -1.1355400249635643, -0.8437729229725671]"
Ses01F_impro02_M014,-0.75,0.0,-0.75,sad,: I can't raise a baby by myself.  How?,"[-1.3181450311514125, -0.2688848376230107, -1.3639818770051706, -0.3316647279223346, 0.5652454814269662, -0.00884695265047149, 0.19720280324629644, -1.2904366753600633, 1.9156974776048996, 0.9967635214275616]","[1.3060732385506666, 0.8503274857887094, 0.3951183528112453, 1.5499184804904107, -1.5570318996172852, -0.8377905219787501, -2.1701355088434195, -0.5416649775173316, -0.731216827691393, 0.35245110608287605, 0.4088917056700443, 0.000852321112143629, -0.2193895361366854, -0.023627206397621062, 0.20800488262624695, 0.004418031431715939, -0.5227920806215421, 0.9946939323984688, -0.5584345584051909, 0.5519937702758325, 2.3485750118645736, -0.026084494327762223, -0.7552355867334617, -0.48641345873176006, -0.5254868949102127, -0.6406916157625995, 1.0392104567417504, 0.08426459654561838, -1.3176397680708516, -0.6098470644865751, 1.0873027864543336, -0.9655990225915727, 1.0570531566268662, 1.1621270170082345, -0.7906325204201899, 0.7120213356862244, 0.807027551163474, 1.269082416549556, 0.003765885257411872, 1.1333306621894852, 0.13862354715328992, 1.2248447010631176, -0.609630925352837, 0.5572211650866279, 2.607753300457361, 1.648736181507588, -0.07912808169954431, -1.0408506667595767, 0.7774664523351605, -1.736912669060558, -0.3731811650098802, -0.93350830942281, -1.7450532140157329, -0.24014647967084654, 1.4408008948604045, -0.656369186361099, 0.5074296137148567, 0.2817926258848875, -2.494714206126304, 0.8667241925033516, 0.3766061001496968, -1.293382449978983, -0.7465520393798742, 0.4978803803401887, 0.060301746699371314, 1.243418204124621, 0.6025687459916904, -0.4490455350049488, -0.039316611572658026, -0.7101081682086202, -0.1482843926942236, -0.6660682617699495, -0.4647273156125559, -1.9343543206952394, -0.543364766047724, 0.5085582422905115, 1.4356394596566995, -0.6749870863486903, 1.2958790814381311, 0.7048087839018369, 0.5112764517996686, -1.0162832427187736, -0.6303762936021587, 0.11756789494799433, 0.3472220504722276, 0.07710287465692041, -0.1256928830413083, -2.6782159351801638, -0.1176428417626963, 0.19334939535575713, -0.1422296237749077, -0.8273837648714665, -0.06183798427668408, 0.2741482794268498, 1.8841803543596272, 0.40885284934069616, -1.1678608152798315, -2.4332061027716074, 0.27435992124073527, 0.6833219703381901]"
Ses04M_impro08_F028,0.25,-0.5,-0.25,neutral,": call up the Sprint call center and, uh, you know. cool","[-1.1863447181415543, 2.46579493600241, -1.2289313966973312, 0.9429934150940192, -1.0666935316870376, 2.3021155275238723, -0.16995745124481576, -0.7445514760043836, -0.06491294397918208, -0.7542003753849572]","[-0.37728012309880204, 0.9394279408599179, 0.5994030326612099, -0.4560124018714708, -0.17126064061125715, -1.572837326901487, -0.24790322622778144, 0.36211067602941993, -1.0080634554098713, -0.10714857706012268, -2.286666442743996, 0.45842168153504065, 0.3252450429278137, -0.9495509642370143, -0.8076435794560329, -0.14672352657969628, -0.8806377836649109, -0.2758697977107266, 0.21914813500739405, -1.6822715634554395, 0.08983029859632131, 0.4482249710880507, -0.4331310167598718, -1.479385167873715, 1.8610918781215122, -0.8880644465013062, 0.48342644190030615, -0.17805006268266613, 1.4553862388403154, 0.07430118933198697, 2.575671015969797, -0.5202066276579194, 1.480290658020175, 1.0314613215855462, 0.5399764532753434, -2.1600707728176913, -0.4876253158627976, -0.46744338101129557, 0.565960368812298, 0.8702865435688972, 1.7873838878745856, 0.9380098691743833, -1.1006660935360382, 0.36560071401386723, -1.4568434163075603, 0.14362028121697135, -0.3571093746184716, 0.0717000426040255, 0.1563244918484282, 1.0230610266476392, 0.9570278251813412, -2.0221124388582714, -0.16822966294724642, 0.3343782652727675, -1.383925731730299, -0.930382009765775, 2.063237223052529, 1.0660562327998644, -1.8907930170004525, -1.5696344641401847, 0.2720344049282983, 0.03899946558674856, 1.1206062305423887, -0.553507126521801, -0.19589900146240213, -0.05052546437327636, -0.6453369986573168, -1.274088660885095, 1.882547318245641, -1.9761976003592794, 0.2634566484965136, -0.7293231793056361, 1.8503323377131697, -0.026653606871309455, 0.06781074492850807, 0.8597907415514087, -1.0478627327334384, -0.789080941816823, 1.5555236232777025, -0.34997825682985295, 1.6894249683468263, 0.22932684583434432, -0.12388946628716874, 0.5541429271113113, 0.5134355378244726, -0.10788503720057359, 2.308821599437241, -1.108591938609585, 0.02349482726873968, 0.03364496057279777, -1.2978837207830456, 0.8941334547749648, 1.8435724168650731, 0.7392894979323995, 1.3249048039185256, -0.6461831334052025, -0.5906909576968539, 0.4876489555090661, 0.9607506263396853, -0.38130029481456945]"
Ses05M_impro01_F021,-0.75,0.5,0.75,angry,: I'm gonna- I'm gonna bring security over and have them escort you out.,"[-0.660107199095566, 0.7498296009873021, 0.6260102345124563, 2.0068122937588666, -2.4463369303111593, 0.8944210375777596, 1.3311041502100405, -0.4513234559332959, -0.03534088645667989, 0.09040533140630198]","[-0.5867078735696546, -0.09253179752674943, -0.5723687937151267, -1.118901032540205, -0.22307971948903518, 0.4042676104547192, 0.6381895698483856, 0.5207089661140987, -0.7898603219394904, 0.04973810633881861, -1.677551964244967, 0.7880251759934034, -0.5159217004184564, 0.8258827344202379, -1.0208839657821014, 0.6191182145015446, 0.9827579745278665, 1.6509292915315483, -0.31852415731378225, -0.11580555213752483, 0.5865586557154244, 0.7137219630372074, -0.9278226152555658, 0.07013708070941611, 0.2773710808521045, -1.2072314931392165, 0.8738854520255633, -0.4885365384429642, 0.16469862117785156, 1.4865913226845457, 0.4779813382036234, -0.48123266053773067, -0.8148092966112318, 0.25523719293275865, -0.8529883352710148, 1.4592373570943846, 1.2529131371618447, 1.7228948999082978, -0.7603094627197783, 0.8722969047524348, 2.6226863683174617, -1.383156772739355, 1.1524572086754679, -0.3574374372246794, -0.392559332087978, -0.0770140476320365, -1.211168154809852, -0.12652093677978143, -0.5405406252820991, -1.2223942679670405, 1.4951540128380092, 0.563989164642005, 0.9459375069129313, 0.4546741993345306, -0.9120285038965732, 1.1220046594359903, 0.3874783299809681, 1.2819999190544398, -0.0192984164865605, -1.5953714160309918, -0.17546671425935398, -0.43190290818784777, -0.2334307883700099, -0.6747529216158857, 1.44706671351838, -0.37625162929342604, -0.22690229618162927, 0.16847297637188646, -1.0067239373627737, -1.2624661333491118, 1.5128393725923472, 1.6798085562533143, 0.29864566969313117, -1.402336616630434, -0.6779237404859975, -0.5513562046741985, 0.09747516392236551, -1.2322113592591417, 1.2707430591825508, 0.6498409387034864, 0.6921937630164132, -1.0155919903305406, -0.7641047405114605, 0.7246687589004746, -0.2836076211758144, 1.1421737652890644, 1.6343144005408394, -0.055359838118152045, -1.3840362519440266, -1.1937855580359797, -1.0104060379032422, 0.26258969107079505, 0.13857427572045447, -0.7584775712682748, -0.19587798726058397, -1.6617957523657387, -0.5112914585203956, 0.5562908511421212, 0.17304293937207282, 1.4390890506651033]"
