MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,MFCC_41,MFCC_42,MFCC_43,MFCC_44,Pitch_mean,Pitch_std,Energy_mean,Energy_std,Spectral_Centroid_mean,Spectral_Centroid_std,Spectral_Bandwidth_Mean,Spectral_Rolloff_Mean,RMS_Energy_Mean,Chroma0,Chroma1,Chroma2,Chroma3,Chroma4,Chroma5,Chroma6,Chroma7,Chroma8,Chroma9,Chroma10,Chroma11,ZCR_mean,ZCR_std,Loudness,Mel_Spec_Mean,LPC_0,LPC_1,LPC_2,LPC_3,LPC_4,LPC_5,LPC_6,LPC_7,LPC_8,LPC_9,LPC_10,Emotion,Speaker_id
-337.91568,100.66931,-30.542318,36.91231,-26.000425,6.37333,-27.197529,9.804789,-11.350252,-0.06974176,-4.620363,1.1593502,-7.760797,0.71851647,-8.008857,3.1177719,0.24303189,3.3754673,1.5401783,0.3880115,-2.4345307,-6.003618,0.24338342,-0.14886439,4.9407444,1.8069361,1.0597737,1.2163684,3.9987066,4.8506002,5.665646,5.807711,7.979182,2.3691452,-0.46654272,-0.4944092,2.4453213,-0.9201143,-3.1882598,-1.0661395,-2.7575111,-3.1002336,-2.9155176,-2.3541315,-1.2325798,1273.2272,888.9851,0.01807544,0.009475932,1613.477970789694,554.1520290595766,1441.1354566148632,3111.625,0.01807544,0.28488874,0.25654086,0.2353023,0.26493505,0.3584794,0.37912747,0.37646663,0.43361917,0.3603335,0.280323,0.2991752,0.26105022,0.11577734375,0.05874190955762814,-12.909479201601957,0.10062623,1.0,-2.2584717,2.7496455,-2.935938,3.0389447,-2.8476276,2.4880888,-2.15004,1.6281543,-0.8936771,0.29517117,Neutral,Ses04F_impro03_F038
-367.0046,123.00639,-29.112215,49.17713,-21.646147,-0.6130168,-22.592646,3.2911725,-11.029403,9.853674,-14.023956,9.560884,-6.805497,1.5064801,-3.8944051,-0.76859486,-2.6489735,-0.2963995,-5.483685,-1.8319683,-2.2008848,-7.192797,-1.4070699,-3.6627944,-1.5797133,-2.3169668,1.3313541,1.4847485,6.3702917,3.1839662,6.34711,1.4000666,4.4300537,2.1337302,1.1580257,1.418312,-0.34001935,-0.27208495,1.7074313,2.130382,-1.2784929,-0.9656414,1.4851283,-0.595649,-0.8537074,1237.2516,926.6771,0.012170356,0.007594503,1450.3879939293158,471.7343735105564,1384.238033472771,2965.8301767676767,0.012170356,0.3049653,0.30421168,0.3004548,0.3511196,0.4028373,0.36480793,0.36598274,0.40833652,0.5608149,0.6035004,0.39520457,0.3063673,0.10849708017676768,0.04784018602635842,-13.14958063217461,0.050946973,1.0,-2.5205483,3.383011,-3.571315,3.4252162,-3.232432,2.9156342,-2.2956111,1.4774895,-0.7253651,0.23684922,Neutral,Ses04F_impro03_M035
-368.0899,117.07871,-18.566732,44.53789,-25.54598,2.9889483,-17.453178,0.36581135,-10.267641,4.6814632,-8.412319,3.2627146,-3.3897414,-0.95390075,1.3896989,-3.1222196,-1.8997692,-0.23980571,-5.7865334,-5.168871,-1.4252981,-10.3145485,-2.0556295,-4.4466166,-4.023704,-2.4270916,2.7902699,6.5233884,6.4847903,8.162934,8.329174,7.348937,6.818418,4.551825,2.732439,3.3301995,2.4957614,1.9682465,0.25629032,0.1623486,-0.07887329,0.23740156,1.7559156,-0.8185386,-2.114535,1114.6731,904.4017,0.014739112,0.010277971,1369.1669564071021,433.8311431716985,1372.6095892430976,2860.3395061728397,0.014739112,0.21157764,0.2314326,0.22796124,0.22330937,0.32048956,0.38881993,0.4105292,0.5116317,0.5537015,0.43483523,0.23460026,0.20784336,0.08481626157407407,0.029352927952029293,-14.519339109487492,0.0813708,1.0,-2.2113135,2.7293477,-3.1390505,3.3314753,-3.1668696,2.7479608,-2.0601516,1.3358037,-0.72526187,0.26048285,Neutral,Ses04F_impro03_F039
-326.29453,113.502365,-43.295433,52.332504,-18.375847,-4.5875344,-12.902314,-0.061628517,-13.843271,10.005005,-16.072971,5.5748763,-4.9598517,-0.8071482,1.3200126,-2.8378837,-2.3093772,1.7582927,-7.3446016,-3.8205528,-1.4544863,-7.1565356,1.9095937,-3.0639896,-3.6469336,-3.318545,1.81922,-1.144409,3.70108,1.6679085,1.8834617,2.0707872,2.5552025,2.3900774,0.9438531,2.5492194,2.2171712,0.8354073,0.1171695,0.44422695,-0.09973009,1.7482378,2.3504286,1.7920523,0.81742734,1508.0956,989.648,0.016994229,0.010445539,1605.6524955366035,459.277252132876,1357.2500408418043,3132.990056818182,0.016994229,0.32367128,0.30425596,0.31802082,0.37839907,0.3592872,0.41872203,0.42761138,0.4203052,0.5489609,0.49182916,0.31457347,0.3083069,0.129150390625,0.056427253777473936,-13.168925150781819,0.09547389,1.0,-2.3248708,3.0262752,-3.2548587,3.2710037,-3.223866,2.7486312,-2.0381966,1.3350046,-0.7272132,0.28013515,Excited,Ses04F_impro03_M036
-336.5915,91.247574,-37.9218,30.255697,-17.075613,1.7503842,-10.123827,0.42616215,-6.236564,9.153475,-13.480992,3.135615,-1.7042063,7.2011995,-0.7842235,5.2640624,4.556219,-0.8342747,-3.7540965,-1.9159777,-3.337336,-6.674534,-3.1670742,-3.839693,2.948729,-0.84102136,0.42420515,1.5183142,2.5920272,3.6839077,2.9856262,-0.9885682,-0.32944113,0.23057684,1.5026454,2.7560258,1.798747,0.9615049,2.7341533,3.0283234,1.9788555,-0.12260458,0.31138033,0.32083052,0.9883517,1610.2607,1023.9967,0.022270616,0.022524623,1865.2699784710417,779.6956834982301,1442.2201292414782,3440.1988636363635,0.022270616,0.372201,0.31147468,0.37045336,0.48666558,0.46424958,0.40101725,0.41710582,0.52189946,0.5753435,0.5468377,0.3895952,0.44202536,0.17057883522727274,0.11396989564611758,-20.94425862911933,0.23492737,1.0,-2.3797352,2.923644,-2.769333,2.565062,-2.5524404,2.4183888,-1.9269844,1.3068188,-0.73313296,0.25344366,Excited,Ses04F_impro03_M037
-333.75534,102.0648,-46.83343,38.59961,-24.933004,2.7885556,-14.726275,0.22813483,-3.3411024,2.5557578,-14.008393,4.813317,-5.595157,9.9496355,4.055172,11.482588,4.2842293,0.8265675,-3.8544285,-1.3889687,-0.21639052,-11.540655,-1.1272715,-2.5529995,4.134058,-0.25092053,3.906942,0.5346657,1.1016978,2.0224946,1.3581098,0.82418585,-1.4302193,-1.7582121,-1.0779973,1.0390342,3.6255941,-0.9231579,0.9248348,-0.82802945,0.78563356,1.805136,-0.41214538,2.3816803,0.6620911,1509.2865,1044.2339,0.021596866,0.018844409,1694.2918439087218,648.2326397222948,1377.2766311465168,3185.1222826086955,0.021596866,0.31436753,0.2620069,0.39188355,0.45270103,0.32956743,0.35426006,0.43858942,0.43256938,0.47774503,0.53971,0.35553795,0.42426375,0.12562627377717392,0.06682915725214636,-17.216433804181552,0.18536854,1.0,-2.710234,4.027389,-4.465909,4.236081,-3.8791037,3.5938318,-3.1007395,2.1808507,-1.1291432,0.35390034,Happy,Ses04F_impro03_F040
-351.47238,75.67732,-15.5995245,40.396255,-19.230703,-3.3698046,-9.895166,5.9274745,-8.284746,1.2588975,-11.560941,2.748336,-11.320157,1.9272649,-2.3496368,8.533173,8.407544,3.6570516,3.3707473,1.778423,-2.7654288,-2.468867,1.28703,-3.2969685,5.469666,0.899243,4.826263,2.144153,0.45551562,2.9984276,0.65985405,-0.76148957,0.5965798,-0.6529004,-0.15194377,0.06433486,-0.12045028,1.5099976,0.063335516,-1.5276843,-0.25879863,1.5716848,0.78074527,-0.14279139,0.64797246,1715.6959,1113.2335,0.018742193,0.026309544,1923.0084884803555,357.0368201813563,1650.351235720131,3752.7573529411766,0.018742193,0.41851613,0.3604524,0.3650817,0.46163076,0.45882416,0.4726711,0.5405222,0.544528,0.5423259,0.6592334,0.50599146,0.43145004,0.15716911764705882,0.04283642821637323,-26.048055243586457,0.25942382,1.0,-2.0030656,2.1884515,-2.1039615,2.0121984,-2.1651556,2.2022283,-1.9468795,1.3321276,-0.65757275,0.2760771,Happy,Ses04F_impro03_F041
-312.15503,83.98692,-29.538181,66.662766,-26.984505,2.0040486,-23.78128,5.0049996,-17.68055,4.7936006,-11.75647,6.687392,-11.815046,1.0084589,-3.9188843,0.79210675,0.468278,1.0341399,-4.3468065,0.85292065,-4.444583,-2.839678,2.3272789,-1.347302,3.4087834,-2.3039026,-1.4770446,0.04294491,-0.7969014,-1.6579626,-2.944069,-1.2744927,2.282875,4.7066045,5.636729,4.411195,2.530276,-0.0776327,3.621802,4.359891,4.5924,1.7874116,0.6052805,-0.56608987,2.1717746,1646.8678,1137.1249,0.024859576,0.017543187,1913.3428732125649,566.3394537162422,1545.4238139009747,3658.954326923077,0.024859576,0.34513858,0.41078106,0.34121227,0.36798808,0.3478886,0.3649615,0.3620917,0.35731095,0.35678372,0.36304972,0.26823863,0.28046495,0.1430992713341346,0.057006957160091264,-12.998686156253196,0.20993608,1.0,-2.1131313,2.8735683,-3.3352985,3.2981617,-3.1177995,2.6219904,-1.9947453,1.2896547,-0.6714897,0.30170202,Happy,Ses04F_impro03_M038
-280.68774,93.973434,-44.04414,60.226982,-24.333433,-3.6106079,-24.668568,-1.2921419,-16.805088,5.6271467,-10.747581,6.5274296,-9.903536,-1.948791,-4.6282,-2.1842096,-1.8072889,2.3212073,-5.6502614,-0.60588425,-2.7991824,-4.106762,4.4512973,-1.4227194,4.5190167,-2.0924242,-1.6811949,-1.2104398,-1.3449812,-1.808058,-3.1976116,-1.7517625,1.5064975,4.574482,6.8834825,6.1003046,4.2149243,1.906728,4.768795,5.0546684,4.471224,1.9011147,0.89148355,0.3480641,2.1767943,1611.8218,1070.7504,0.030005423,0.016499173,1796.7073968812592,565.4205841113136,1420.651025742429,3385.3125,0.030005423,0.34316054,0.4202585,0.3287743,0.36487547,0.34727764,0.3486831,0.38253582,0.2795334,0.26889503,0.23278138,0.22343966,0.22764875,0.13789453125,0.057307965780461365,-11.043756714120182,0.27335852,1.0,-2.233291,3.0720465,-3.5579405,3.5440693,-3.3205674,2.8093452,-2.119257,1.3620822,-0.7063245,0.29320887,Neutral,Ses04F_impro03_F042
-305.20547,116.346634,-56.487286,45.934093,-15.681595,-8.754751,-13.890919,-7.1268225,-11.759223,4.930674,-12.795094,6.6971636,-1.0244128,-2.36266,-1.7322104,-3.493355,-5.1075406,1.2232263,-5.2280335,-3.5605505,-0.9829794,-5.6708846,2.2902877,0.36152822,4.254031,0.23775838,1.3256937,-0.41835785,1.0470352,0.14125377,-1.0932505,0.68992096,0.30170557,-0.625977,0.09090605,0.2578011,0.73396707,-0.98194766,-2.6754148,-0.072881795,2.5384798,4.292711,5.986564,4.8502345,3.5260613,1536.7751,1001.77985,0.027335742,0.020654926,1489.5759193518488,414.479580824313,1236.153429221158,2841.8952338129498,0.027335742,0.3808432,0.3686518,0.3205322,0.27517357,0.2161949,0.26140764,0.33189824,0.24846363,0.33473364,0.36504918,0.31679794,0.37259823,0.11001433228417266,0.04324028879784458,-15.780679570951666,0.2585139,1.0,-2.4966457,3.4740615,-3.7954736,3.7673767,-3.5820794,3.2599187,-2.6608973,1.8524177,-1.0121588,0.32863814,Neutral,Ses04F_impro03_M039
-370.7062,109.48812,-34.94741,34.310547,-14.839918,4.5778227,-13.815306,1.8648766,-4.6018624,3.0108204,-6.1435723,1.9386325,-3.679136,0.87892765,-3.2115214,-2.4255466,-2.5634613,-2.9184895,-2.0707746,-2.1986828,-4.0219707,-3.4371336,-1.2507795,0.21630397,7.4083714,3.360742,6.5267277,4.6531014,5.0583596,4.2783995,4.713493,4.292689,3.0372288,0.10913541,-2.6626751,-1.0291395,0.63619894,0.17570816,-3.7153337,-2.9629126,-1.105844,-0.13136712,-0.16121891,-2.4942698,-0.30730885,1447.6221,1051.8678,0.017392222,0.020682083,1503.842509958512,490.1245666805631,1363.686171237096,2956.1422413793102,0.017392222,0.4048789,0.34842667,0.30446061,0.3390182,0.28742087,0.26990998,0.34872994,0.31977433,0.42856228,0.43850875,0.42377618,0.4340146,0.10545528017241379,0.052683306636114466,-22.646930854622937,0.15089156,1.0,-2.3902915,3.2674682,-3.533231,3.5339863,-3.344863,3.0412679,-2.4776297,1.7241127,-0.92171246,0.2828464,Happy,Ses04F_impro03_F043
-440.93262,116.402016,-17.139315,50.379932,-15.224784,6.2552257,-14.574944,6.601193,-12.899153,10.669629,-8.893583,10.798637,-7.3622665,6.4559007,-2.0158093,0.989513,-1.2558186,1.6150666,-2.681741,0.34808636,-3.0043864,-4.9690847,2.8694863,-1.3431107,3.6140137,2.4529772,3.460987,0.16750836,2.4232419,1.8128327,2.2610748,0.28991222,2.6265628,2.0244985,0.37481076,1.3092192,0.13926558,-1.1718812,-0.8549425,-1.1341305,-0.7519431,-0.28906083,-0.33302388,-2.3491802,-1.9813547,1199.4973,1002.19916,0.005541032,0.004236926,1548.9510844272709,611.4694862889295,1506.7875137994643,3256.747159090909,0.005541032,0.44067317,0.391777,0.3776436,0.4119177,0.3728169,0.38913098,0.4296443,0.44021642,0.51688147,0.5283879,0.40915447,0.43489426,0.11188299005681818,0.06518551880652472,-13.969884496509104,0.012404551,1.0,-2.103799,2.3669553,-2.5445757,2.7031395,-2.7266726,2.4225874,-1.9042459,1.4203466,-0.8791155,0.32289928,Neutral,Ses04F_impro03_M040
-369.7579,120.02719,-9.054196,45.238914,-27.728897,1.3665375,-19.010576,-2.8982854,-15.462221,5.1819015,-13.460526,7.0300984,-5.0670047,1.1853523,-3.9354482,-2.4868166,-4.68751,-2.1541095,-4.5200453,-0.19194421,-0.64601845,-5.8874025,-0.73415816,-3.3407078,-2.4370437,-0.83214784,-0.7995052,-1.2071661,4.406422,3.119469,4.192801,2.6015725,5.3191032,3.111456,0.49793735,1.1797959,0.9884824,-1.088162,-4.48876,-5.146864,-1.3070222,2.0130205,3.9037817,1.9088411,0.67351174,774.9697,679.52966,0.014445948,0.009382326,1361.4370830405935,378.9019141611766,1443.9974479949055,2969.1611842105262,0.014445948,0.27974424,0.36620083,0.27639925,0.22946952,0.28013015,0.32649764,0.31547698,0.35083863,0.42784652,0.33440587,0.35763445,0.35268596,0.07953844572368421,0.02032644109232185,-12.272593725692781,0.0755398,1.0,-2.15083,2.5580633,-2.7044237,2.551857,-2.4859543,2.3491304,-1.830605,1.2994759,-0.72461045,0.24269624,Neutral,Ses04F_impro03_M041
-379.1096,113.8874,-8.339679,44.052406,-25.18756,3.0531943,-18.460886,-0.0888227,-15.255067,6.355979,-13.233224,7.497494,-4.9335985,1.7086377,-3.0027852,-2.051324,-3.8258975,-2.2567344,-4.887082,0.23317522,-1.0821209,-5.7622805,-0.18611912,-2.59366,-1.5572833,-0.4417283,-0.023277106,-1.1386828,4.414019,2.9921105,4.2564154,1.9871415,4.7465,2.8956027,0.19048195,1.4742321,0.5605714,-1.0567428,-3.8717308,-4.34607,-0.7663647,1.9978126,3.5211067,1.3999579,0.6871265,1078.3351,952.77924,0.012995272,0.009692111,1478.5456259117686,530.5470102896854,1495.4249018621629,3162.3364825581393,0.012995272,0.36224744,0.29362372,0.37707847,0.2824772,0.27669054,0.30778876,0.34095275,0.346355,0.3923992,0.45181465,0.3588307,0.39207876,0.09281318132267442,0.04253370224118935,-14.03400842241457,0.06687673,1.0,-2.132109,2.5233219,-2.6799996,2.5516,-2.4900837,2.33067,-1.797344,1.2728524,-0.71876144,0.2477651,Happy,Ses04F_impro03_F044
-355.42294,122.64943,-36.99057,43.829113,-25.442007,2.821836,-11.281675,-9.396676,-4.2196236,6.1254315,-7.822991,8.431614,-12.277828,2.5725873,-9.676484,3.8062744,-2.1404963,-1.9798357,-4.5575223,-0.90322363,-3.6366684,-2.4545083,4.9676476,-1.3066047,5.017152,5.62862,3.5068953,-0.65678006,0.86397713,1.6656548,3.2344582,0.42895952,-0.47157863,-2.858538,-2.1386297,-1.7691841,-0.7875823,-3.4906769,-2.507517,-4.060603,-1.4073205,-0.833402,-1.5994362,-1.5178989,-1.3381056,1319.0095,1008.16504,0.014766067,0.01109706,1513.1945358699506,546.2341816746074,1354.5180541473112,3053.0745967741937,0.014766067,0.3777655,0.3504642,0.3050615,0.33364353,0.31964487,0.31282562,0.35638994,0.34356174,0.3709181,0.44558442,0.37870586,0.412869,0.1157289566532258,0.05359324839626116,-15.375347493852312,0.083153136,1.0,-2.4439518,3.259624,-3.6733003,3.6502457,-3.278225,3.0232956,-2.549924,1.8055596,-1.0091642,0.31640232,Neutral,Ses04F_impro03_M042
-325.59146,105.317444,-40.543182,73.14312,-25.778925,0.18288969,-37.20444,0.9440578,-5.5762377,-12.65595,-6.6093307,6.4826837,-8.148213,4.3706927,-8.524412,3.1314158,-7.7637033,1.4072441,1.3912748,0.5087132,-0.2481762,-1.8139565,4.657866,-8.906307,-1.8094696,1.7274611,-2.189214,-1.9582607,-1.2155478,7.18485,9.969882,7.4779797,7.6257186,-0.96389186,0.66486895,0.5542764,-1.3210723,-1.9213893,-0.9629639,-4.1300464,-0.91183203,-1.1831688,-1.7132921,-3.795611,-3.075348,1425.865,1036.281,0.020253556,0.008588902,1702.2114381317647,506.93147330585134,1429.2406266388039,3310.2678571428573,0.020253556,0.3229496,0.23598059,0.21175495,0.2712088,0.25002232,0.16056584,0.23579867,0.4519244,0.49802932,0.28915447,0.20509256,0.27631432,0.12338014632936507,0.05592755573551331,-7.836858741674152,0.11026297,1.0,-2.5040362,3.6557634,-4.2022247,4.1949425,-4.0036006,3.6239734,-3.1149201,2.1888535,-1.1334631,0.41307232,Neutral,Ses04F_impro03_M043
-356.54037,106.51043,-31.281277,60.094574,-21.897337,6.11102,-30.430412,-0.50508916,-8.338401,-6.316156,-6.6109014,6.4702015,-5.1948733,4.226183,-7.7670503,1.5538993,-5.857325,1.5567425,-1.0224719,1.5760734,0.7326119,-2.0869129,4.606377,-7.309106,-0.033876717,4.3401866,-1.3910023,-1.2982467,-0.49274698,6.006825,7.4210644,4.787831,5.259825,-1.2653239,-0.27181542,-0.39141843,-1.012259,-1.2573285,-1.2062575,-3.7068868,-1.4837874,-0.9684685,-0.8079813,-3.3628993,-2.1904883,1256.7043,1001.91754,0.016033499,0.010394152,1698.8298961153666,550.4384521334497,1492.9094076831768,3430.871212121212,0.016033499,0.3729907,0.2947135,0.30417234,0.2918698,0.20151338,0.23473667,0.3717775,0.46692023,0.37262428,0.2835822,0.33511692,0.43001845,0.1293698705808081,0.06499244578380793,-11.990688975735171,0.083496235,1.0,-2.400744,3.4007673,-3.9193652,3.9740536,-3.7797027,3.367063,-2.8814478,2.0661774,-1.123224,0.42718214,Happy,Ses04F_impro03_F045
-406.28,122.668175,-21.153671,47.027653,-18.343363,-1.712009,-7.188301,-3.4538875,-6.3679576,3.6516657,-6.2635503,10.16837,-6.0695386,3.0810404,-1.0279528,-1.0658534,2.3158853,0.28754961,-4.8122697,-1.2607173,-1.9582319,-6.483118,1.7216258,-3.1225421,3.9964354,1.4958948,2.356233,0.80606395,1.2145711,2.3308578,1.3840973,1.9438444,2.1746836,0.93263495,1.1468625,0.6671826,1.052222,0.021659084,1.0389991,1.3398938,-0.6644715,0.71395904,-1.2828025,-1.985898,-1.3475118,1279.5479,1056.7413,0.010354457,0.007815919,1345.2047319239186,471.26444018790926,1332.9296782693752,2768.3118386243386,0.010354457,0.34695208,0.28959683,0.3146519,0.37142515,0.32156166,0.3409747,0.34471098,0.37624824,0.492167,0.5035373,0.37301975,0.38005817,0.09507275132275132,0.051898264124375565,-18.14957661414465,0.042016506,1.0,-2.4271107,3.1644957,-3.3727713,3.2789013,-3.2021728,3.0824301,-2.5804057,1.7731618,-0.9370448,0.30262607,Neutral,Ses04F_impro03_M044
-406.24576,113.88644,-27.895645,45.729397,-24.84649,11.823524,-14.28102,5.3038883,-5.825576,4.1891212,-1.7412679,0.26525998,-2.0682642,5.096828,-3.2867734,4.7647357,0.8117531,-0.6070325,-2.4753106,-2.4289684,-0.80796534,-4.542063,0.24398717,1.8556774,5.507224,2.8608718,5.091273,2.7302523,1.6136522,3.5408144,3.5235696,3.126166,5.3932,2.782864,3.0527961,0.326621,1.7404343,0.8074106,-1.1076134,-1.7078788,-2.1167898,0.39806274,-0.11413939,-1.5741107,0.21251851,1260.4993,993.80035,0.011612635,0.009046939,1456.3407459242699,424.9303580354893,1408.3124826523551,2984.0979609929077,0.011612635,0.43123934,0.3516902,0.374424,0.36548513,0.29444218,0.41176173,0.39779103,0.45652586,0.484244,0.4643087,0.37681964,0.37141284,0.09626066600177305,0.04157750410128671,-14.898321106638896,0.052365277,1.0,-2.679056,3.9018745,-4.407387,4.261141,-3.6865315,3.0671349,-2.5520587,1.9648615,-1.1410447,0.36646348,Neutral,Ses04F_impro03_F046
-360.6662,98.37775,-36.98127,46.25622,-26.122843,6.835093,-16.36012,-3.746464,-5.848764,1.3424373,-1.4951792,2.4336512,-6.1102786,3.4534633,-3.96751,-0.7341219,1.4812679,-1.241201,-4.0997996,-2.4693077,-5.4634094,-6.2264967,-0.58063614,-3.8079953,6.5130777,2.0383837,4.2641225,6.379725,6.0950327,12.300451,15.302589,12.950638,8.67179,-0.41497606,-4.155003,-2.7156487,2.3590736,-0.2134738,-3.9127457,-3.9188364,-3.0578923,2.3066947,-1.420453,-3.5529017,-1.344354,1392.9222,1053.9327,0.023191765,0.015651368,1511.3658246275409,437.10397550701697,1358.6458221580144,2962.3798076923076,0.023191765,0.32657337,0.20715633,0.25712657,0.3559949,0.22054271,0.2471133,0.28526175,0.4633727,0.5350374,0.401367,0.32085288,0.33550122,0.09719050480769231,0.04236356340601207,-13.57418317963567,0.1920519,1.0,-2.8245983,4.344888,-5.0095954,4.826604,-4.177622,3.4941726,-2.8720794,2.1528735,-1.245556,0.41400203,Neutral,Ses04F_impro03_M045
-306.62006,100.28092,-51.794037,43.137367,-34.690224,2.5515723,-21.612488,-2.9097397,-6.0334783,-2.0415683,-3.2211304,2.6448236,-4.025113,-0.2343206,-8.796852,-0.3857318,1.3563801,1.3386714,0.11533382,-4.5862274,-5.4059706,-4.6249704,1.6307013,-6.623672,4.668629,0.04080251,2.2070675,7.199749,5.0226164,15.009108,18.600866,15.223582,9.889666,0.6126188,-4.7666254,-3.9393733,3.4990063,1.0212783,-4.096018,-4.6951623,-2.3072362,0.9973763,-2.5119867,-3.5392532,-2.6929312,1298.8351,882.2955,0.031075364,0.0143461535,1480.5468176738545,248.86247457865983,1282.260018265145,2839.3028846153848,0.031075364,0.17032741,0.15181795,0.25257358,0.20643209,0.214359,0.20723432,0.24314076,0.49175274,0.36858162,0.22106007,0.23461457,0.2742983,0.09698016826923077,0.031105964577487454,-10.825434974409912,0.28317934,1.0,-2.859098,4.493785,-5.396046,5.552396,-5.1707635,4.5005817,-3.637751,2.5744421,-1.3823158,0.42902213,Happy,Ses04F_impro03_F047
-392.03845,118.49808,-19.50869,45.581795,-17.006079,-8.4193125,-10.4450035,-7.017956,-11.053464,-1.4067802,-11.993613,9.745719,-1.691751,3.419864,-0.5068158,-3.5048423,3.1184292,0.7662432,-0.032948047,-1.74467,-3.9187424,-2.8213289,0.99105716,-6.2627306,1.768289,-0.4565578,-1.5010625,3.0560327,0.87536323,4.0909424,5.9255056,3.136722,5.103641,0.64104515,1.2734572,1.6686903,3.149296,0.86347103,0.24486302,3.7106833,3.9544213,6.57966,3.5270395,1.3732425,0.5850647,1154.5974,1009.3693,0.014785637,0.009490239,1285.245386147815,601.9532874833477,1248.6343068916947,2528.9191988950274,0.014785637,0.19546802,0.1854987,0.23451355,0.26717028,0.31834128,0.2841751,0.28223714,0.27311096,0.37989125,0.44729754,0.25337124,0.21640944,0.09226897013121547,0.07630541275701408,-14.491363586879968,0.079136305,1.0,-2.476388,3.2292743,-3.4447079,3.3834615,-3.2633247,2.9716341,-2.291086,1.418402,-0.67548585,0.22111265,Neutral,Ses04F_impro03_M046
-326.8443,96.94638,-30.26194,43.598778,-27.92096,7.404203,-12.135322,-2.2173636,-15.389278,0.7133381,-9.37504,2.556946,-10.143679,4.031453,-5.3749814,-1.7198569,1.5012672,8.25872,-4.727798,1.542859,-1.0033761,-5.2425017,1.1500603,-6.068386,-3.197185,-5.2858186,-0.85072196,-6.075727,1.0145283,5.7918563,5.933551,4.7859855,4.289358,2.308947,2.5871773,3.446732,6.6516075,3.1397245,2.9207196,1.4615573,-1.6282308,0.2908601,-0.29561746,-2.540178,-0.18181075,1388.8354,1043.96,0.024084963,0.020813767,1674.827249571556,434.0279089524332,1488.3271927872543,3415.3846153846152,0.024084963,0.25767782,0.20727377,0.21712211,0.31771523,0.36246604,0.32996503,0.31500107,0.37873977,0.4605034,0.41146296,0.27543,0.238083,0.11932842548076923,0.05008030035527303,-16.281639293149414,0.24727032,1.0,-2.6437604,3.8496606,-4.3644276,4.188942,-3.6196678,2.9618263,-2.251553,1.515968,-0.7818318,0.24141718,Nervous,Ses04F_impro03_F048
-352.5464,120.47293,-32.568,44.35783,-18.390217,-10.385034,-8.521581,-5.1361027,-11.10509,0.5927844,-11.273802,6.061898,-7.252965,-0.621098,-0.93251926,-4.0324206,0.28245047,3.2054675,-5.1558805,-0.20887545,-1.0967802,-5.5174723,3.1347659,-3.9509575,-0.9050187,-1.5473391,0.6027328,-0.9692315,2.4850392,3.7035096,1.8174651,1.759955,2.2919981,0.5215587,0.905305,3.5096836,4.8156548,2.2663722,1.4901321,0.60351366,-1.2745844,0.5006557,0.018312912,0.17616688,0.37875098,1225.269,951.1554,0.019069957,0.015374221,1358.80028242311,410.58235182181136,1279.479864215077,2739.9314839572194,0.019069957,0.31316686,0.24214178,0.25394708,0.31345403,0.3473176,0.3147856,0.29472432,0.32533476,0.42730272,0.3891112,0.26732904,0.3718047,0.09659874247994653,0.0424513290675173,-17.110429683086714,0.14799203,1.0,-2.7050266,3.96518,-4.4741983,4.312647,-3.852424,3.3186333,-2.6190572,1.7727443,-0.8919791,0.2590916,Nervous,Ses04F_impro03_M047
-449.95993,102.64793,-17.623434,43.50206,-16.78498,11.735765,-11.905882,9.318276,-4.508356,4.2688556,-0.29600668,2.0492733,-0.82634556,2.018032,-6.3603263,0.9617942,4.3267345,5.6291857,7.719825,7.5746827,-2.9797263,-5.1780505,-4.630288,-0.568776,5.8564215,0.22965384,1.4309204,1.7577407,1.9790901,2.2780848,1.099833,-0.12864228,2.7298245,1.6388606,0.7523077,2.4023523,4.039488,0.86557144,0.60173416,-0.64304197,-1.0214547,-0.7788944,-1.3851013,-1.8011907,-0.02079588,1364.6437,1067.4142,0.0080105765,0.008023345,1498.1059941889234,550.3321153272217,1450.6932437198552,3041.714015151515,0.0080105765,0.47594932,0.32109624,0.34208217,0.37930208,0.40915838,0.5172793,0.47503737,0.39610243,0.44371986,0.49079692,0.41641387,0.4565547,0.10273141571969698,0.06470124259614382,-19.610992484185076,0.032117035,1.0,-2.326847,3.0036693,-3.327442,3.2854793,-2.9539921,2.5008178,-1.8981206,1.2571537,-0.60014164,0.16794144,Happy,Ses04F_impro03_F049
